topic_id;topic_description;topic_sujet;topic_type;topic_url;topic_totem
240;Changer la nature des plantations dans les « trop petits » espaces publics, les transformer afin de les rendre plus utiles à la biodiversité (oiseaux, insectes…);Conception et gestion des espaces  favorables à la biodiversité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=240;non
271;Valoriser le label Territoire Engagé pour la Nature  dans les plus petites communes par un accompagnement Métropolitain;Exemplarité des collectivités;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=271;non
159;Soutenir le développement des vélos-cargos et vélos rallongés (longtails) pour les particuliers et professionnels;Améliorer et développer les services de mobilité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=159;non
401;Envisager un prolongement des assises pour entretenir et développer le tissu collaboratif;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=401;non
100;Faire une exposition éphemère sur le risque inondation;Montée en compétences des acteurs du territoire face au risque inondation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=100;non
285;Déployer une présence du guichet de la rénovation énergétique pour plus de proximité;Organiser un dispositif d'accompagnement à la rénovation énergétique du bâti;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=285;non
302;Favoriser / Faire émerger la coordination entre les artisans - changement de pratiques;Structurer les filières professionnelles et acteurs pour une montée en compétence vers des rénovations performantes;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=302;non
188;Développer les circuits courts vers les particuliers et professionnels de la restauration.;Faciliter l'accès aux produits locaux pour les professionnels et les particuliers;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=188;oui
315;Réaliser des évaluations de projets urbains à l'aide de l'outil référentiel Ville Durable développé par la Métropole pour une appréciation 360° des performances environnementales et assurer l'intégration et le suivi des préconisations dans les projets;Développer une approche intégrée d'évaluation des projets urbains;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=315;oui
130;Donner la priorité aux bus dans la circulation générale et créer des voies réservées;(Ré)aménager l'espace public et les voiries en donnant la priorité aux mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=130;non
14;Mener des actions pédagogiques dans les écoles : sobriété énergétique et EnR;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=14;non
321;Soutenir des actions de sensibilisation à une alimentation à base de produits locaux et de saison et sans emballage.;Animer un réseau d'acteurs pour une montée en compétences du territoire autour de la construction de la Ville Durable;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=321;non
25;Avoir des temps d'échanges entre acteurs motivés (structure de pilotage) et ayant l'objectif de favoriser l'acceptabilité par les citoyens et les autres ! Monter des projets collectifs et rapides !;Impliquer les citoyens dans le développement des énergies renouvelables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=25;non
259;Privilégier toujours les plantes adaptées au changement climatique dans les aménagements publics;La nature comme solution;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=259;non
298;Conditionner les aides à un contrôle de la performance énergétique réelle après travaux;Impulser la rénovation énergétique des bâtiments par le déploiement de solutions de financement adaptées;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=298;non
224;Faire un état des lieux des ressources / ambitions;Conception et gestion des espaces  favorables à la biodiversité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=224;non
228;Créer des passerelles entre les différents acteurs autour de la biodiversité (aménageurs notamment);Conception et gestion des espaces  favorables à la biodiversité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=228;non
79;Recueillir l’avis et impliquer davantage les différents acteurs (citoyens, élus, services publics) autour de la question de la gestion de la ressource en s'appuyant sur des modèles existant pour faire bouger les lignes.;Communication sur la thématique de l'EAU;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=79;non
197;Multiplier les jardins de cocagne,  (ex.Solembio) permettant à la fois l'insertion par le travail et l'augmentation de la production bio;Préserver le foncier agricole et maintenir une activité agricole durable, compétitive et innovante;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=197;non
44;Développer l'énergie thermique renouvelable : géothermie et puits canadiens (fraîcheur) - solution intéressante pour les bâtiments tertiaires et résidentiels.;Développer les productions d'énergies renouvelables selon un mix énergétique compatible avec nos potentiels;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=44;non
135;Former les concepteurs d'espace public aux mobilités durables;(Ré)aménager l'espace public et les voiries en donnant la priorité aux mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=135;non
249;Sensibiliser aux actions de réduction des déchets favorables à la biodiversité  (ramassage, gestion écologique des bio déchets, consommation zéro déchet…);Sensibilisation de la population aux enjeux et aux solutions accessibles au plus grand nombre;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=249;non
234;Préserver la flore spontanée en faisant du fauchage tardif;Conception et gestion des espaces  favorables à la biodiversité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=234;non
182;Contrôler plus systématiquement les véhicules les plus bruyants;Diminuer l'impact des véhicules motorisés sur l'environnement;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=182;non
362;Limiter la bétonisation, au profit de parcelles de verdure, de jardins vivriers, de jardins pédagogiques;Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=362;non
330;Evaluer l’atteinte des objectifs de la transition par un comité de citoyens indépendants;Animer un réseau d'acteurs pour une montée en compétences du territoire autour de la construction de la Ville Durable;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=330;non
111;Mobilier urbain informatif;Mieux connaitre et adapter son territoire;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=111;non
181;Augmenter le nombre de capteurs de polluants atmosphériques et informer plus régulièrement la population;Diminuer l'impact des véhicules motorisés sur l'environnement;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=181;non
71;Créer un outil numérique et pédagogique de modélisation de la Loire à l'appui des compétences du territoire;Communication sur la thématique de l'EAU;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=71;non
83;Réduire les déchets à la source : donner à voir pour convaincre (par la mise en place de filets à macro-déchets, par le partage de données chiffrées...);Communication sur la thématique de l'EAU;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=83;non
280;Réaliser une thermographie aérienne et de façades;Mobiliser l'ensemble des acteurs du territoire par une stratégie de sensibilisation et de communication sur les enjeux de la rénovation énergétique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=280;non
292;Créer une offre de financement unique pour les ménages, intégrant l'ensemble des aides et prêts, pour garantir un reste à charge plafond;Impulser la rénovation énergétique des bâtiments par le déploiement de solutions de financement adaptées;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=292;non
269;Limiter  la compensation, autant ne pas détruire l'existant. Respecter l'ordre Eviter, Réduire, Compenser;Exemplarité des collectivités;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=269;oui
91;Expérimenter la mise en place d’une instance citoyenne mixte chargée du suivi et de l’évaluation annuelle de la feuille de route de la transition écologique;Gouvernance partagée;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=91&refine.theme_id=Gouvernance;non
309;Systématiser le recours à des Assistances à Maitrise d'Usages après les travaux;Intégrer l'usage des logements comme levier de la performance énergétique des logements;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=309;oui
H5;Actions hors manifeste - Déchets et économie circulaire;Déchets et économie circulaire;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=H5&refine.theme_id=Déchets et économie circulaire;non
88;Développer le stockage de l'eau dans les nappes phréatiques pour faire face à la perte de 15-20% d'eau disponible dans les années à venir;Préserver les ressources en eau;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=88;non
22;Sur des sites qualifiés d’intérêt métropolitain, développer de manière privilégiée des plans d’actions ambitieux associant préservation, développement de la biodiversité et actions de pédagogie;Biodiversité;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=22&refine.theme_id=Biodiversité;non
55;Développer les réserves communales de sécurité civile;Risque inondation;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=55&refine.theme_id=Inondation;non
100;Concevoir et mettre en œuvre une stratégie de mobilisation des acteurs du territoire en faveur de la transition écologique;Gouvernance partagée;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=100&refine.theme_id=Gouvernance;non
H7;Actions hors manifeste - Eau et milieux aquatiques;Eau et milieux aquatiques;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=H7&refine.theme_id=Eau;non
23;Limiter l’éclairage public pour préserver les insectes;Biodiversité;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=23&refine.theme_id=Biodiversité;non
87;Intégrer les entreprises dans la dynamique d’écologie industrielle;Ville durable;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=87&refine.theme_id=Ville durable;non
39;Améliorer les performances du réseau de bus structurants et étudier la création de nouvelles lignes de bus en site propre, voire l’extension du réseau de tramway;Mobilités durables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=39&refine.theme_id=Mobilité;non
Mobilité;Mobilités durables;"Maitriser la demande en déplacements ;développer l’usage des modes de déplacement les moins polluants ;améliorer l’attractivité des services de mobilité ;limiter l’impact des véhicules motorisés sur l’environnement ;accompagner les usagers vers la mobilité durable";theme;https://data.orleans-metropole.fr/pages/themes-transition-ecologique/?refine.theme_id=Mobilité;non
78;Préserver les ressources (encourager la prise en compte de la biodiversité sur les exploitations, la gestion durable de la ressource en eau).;Alimentation et agriculture;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=78&refine.theme_id=Alimentation;non
384;"Lancer des défis ""0 GASPI""/""Transition"" multithématiques (déchets, énergie, conso...)";Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=384;non
287;Créer un lieu unique rassemblant tous les acteurs de l'information sur le logement, et notamment le guichet de la rénovation énergétique;Organiser un dispositif d'accompagnement à la rénovation énergétique du bâti;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=287;non
288;Accompagner les bailleurs sociaux dans la rénovation des logements;Organiser un dispositif d'accompagnement à la rénovation énergétique du bâti;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=288;non
300;Créer un label des entreprises propre à un ou des enjeux du territoire;Structurer les filières professionnelles et acteurs pour une montée en compétence vers des rénovations performantes;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=300;non
307;"Créer un ""consuel "" pour garantir la performance des travaux réalisés";Structurer les filières professionnelles et acteurs pour une montée en compétence vers des rénovations performantes;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=307;non
33;Créer un outil de portage local pour produire et distribuer avec une logique de mix énergétique (multi-filières);Impulser la dynamique du territoire en prenant appui sur la société à créer Orléans Métropole Energies;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=33;oui
54;Aider de nouveaux installateurs à se mettre en action (création d'entreprise dans toutes ses composantes);Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=54;non
903;Rendre les économies visibles à la suite des rénovations énergétiques;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=903;non
57;Produire de l’hydrogène vert sur place, consommé par des acteurs locaux;Développer les productions d'énergies renouvelables selon un mix énergétique compatible avec nos potentiels;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=57;non
336;Mettre en place des micro expérimentations de traitement de voies perméables et résilientes dans la perspective du réchauffement climatique;Adapter la ville au changement climatique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=336;non
275;Organiser des évènements fédérant les acteurs;Mobiliser l'ensemble des acteurs du territoire par une stratégie de sensibilisation et de communication sur les enjeux de la rénovation énergétique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=275;non
386;Aller à la rencontre des habitants non-initiés/non convaincus dans les quartiers, les vide-greniers, les supermarchés : en expliquant le « pourquoi », en identifiant les leviers de motivation;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=386;non
389;Sensibiliser au coût  financier des emballages pour le consommateur et valoriser l'intérêt financier du zéro déchet;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=389;non
329;Développer une gouvernance partagée, une méthodologie associant toutes les parties prenantes aux projets (citoyens, services, élus, acteurs...), ainsi qu'à l'évaluation de l'atteinte des objectifs de la transition;Animer un réseau d'acteurs pour une montée en compétences du territoire autour de la construction de la Ville Durable;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=329;non
281;Proposer des interventions de sensibilisation dans les milieux scolaires (Sherlock home);Mobiliser l'ensemble des acteurs du territoire par une stratégie de sensibilisation et de communication sur les enjeux de la rénovation énergétique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=281;non
162;Développer les réseaux d'auto-stop et de covoiturage;Améliorer et développer les services de mobilité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=162;non
45;Créer une offre de service d’accompagnement de projet pour le développement de la géothermie;Développer les productions d'énergies renouvelables selon un mix énergétique compatible avec nos potentiels;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=45;non
256;Planter des arbres et protéger les arbres en ville en augmentant fortement le nombre d'arbres reconnus d'intérêt;La nature comme solution;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=256;non
911;"Développer les jardins partagés dans tous les quartiers dans un triple intérêt : alimentation, compostage et nature en ville;";La nature comme solution;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=911;non
918;Concevoir et soutenir les évènements éco-responsables du territoire;Soutenir le développement d'une économie locale plus circulaire;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=918;non
122;Recenser les cavités sur la métropole;Mieux connaitre et adapter son territoire;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=122;non
334;Limiter / stopper les constructions dans les zones inondables, diminuer le nombre de personnes exposées;Adapter la ville au changement climatique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=334;non
367;Alimenter un réseau d'alerte préventive de la population à l'aide des résultats de la station de  surveillance de l'air de  La Source;Développer la connaissance autour de la ville durable et ses ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=367;non
333;Animer le déploiement du référentiel Ville Durable.  Organiser une démarche globale de montée en compétences des acteurs du territoire sur le sujet de la Ville Durable et sur l'outil référentiel, favoriser la capitalisation et la communication sur les actions mises en œuvre par la mise en réseau des acteurs de la Ville Durable;Animer un réseau d'acteurs pour une montée en compétences du territoire autour de la construction de la Ville Durable;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=333;oui
203;Développer des expériences de sauvetage de ces denrées et de transformation, pour revente à bas prix;Réduire et valoriser les biodéchets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=203;non
933;Mobiliser le Conseil de développement pour apporter un regard critique et des propositions stratégiques;;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=933;non
243;Accroitre les actions sensibilisation école et citoyens;Sensibilisation de la population aux enjeux et aux solutions accessibles au plus grand nombre;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=243;non
148;Supprimer certains carrefours à feux tricolores non nécessaires, afin d'apaiser les vitesses et améliorer le partage;Réorganiser la circulation et le stationnement motorisés;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=148;non
935;Créer une boite à outils et développer l’appui technique auprès des communes par les services métropolitains;;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=935;non
208;Faire découvrir le goût des produits, au travers de la restauration scolaire, la formation de base (cuisinier...).;Éduquer et/ou sensibiliser les populations à l’enjeu de l’agriculture et l’alimentation durable;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=208;non
277;Développer des campagnes de communication inclusive;Mobiliser l'ensemble des acteurs du territoire par une stratégie de sensibilisation et de communication sur les enjeux de la rénovation énergétique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=277;non
133;Harmoniser les pratiques d'aménagement  entre les communes et les faire adhérer à la politique globale de mobilité de la métropole;(Ré)aménager l'espace public et les voiries en donnant la priorité aux mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=133;non
397;Intégrer ces thèmes dans le parcours scolaire (sur l’ensemble des niveaux) : créer des défis entre écoles, des activités avec les partenaires locaux;Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=397;non
356;Réaliser des rénovations efficaces en termes d'environnement et de protection du climat.;Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=356;non
86;Atteindre la qualité eau de baignade pour certains plans d’eau;Préserver les ressources en eau;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=86;non
102;Mise en valeur et diffusions des DICRIM;Montée en compétences des acteurs du territoire face au risque inondation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=102;non
308;Soutenir / promouvoir l'installation de panneaux photovoltaiques, sur les immeubles collectifs;Structurer les filières professionnelles et acteurs pour une montée en compétence vers des rénovations performantes;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=308;non
87;Supprimer les intrants agricoles pour limiter la pollution des nappes;Préserver les ressources en eau;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=87;non
216;Soutenir les pratiques de jardinage en allant vers les ménages : distribuer des graines et plants gratuitement, permettre à des plus jeunes de faire du jardinage chez les ainés / intergénérationnel;Favoriser les espaces nourriciers (jardins, végétations urbaines, …) en ville pour augmenter les sources de production locales;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=216;non
286;Assurer un accompagnement au projet intégrant le contrôle après travaux et l'appropriation du logement rénové par le ménage;Organiser un dispositif d'accompagnement à la rénovation énergétique du bâti;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=286;non
337;"Intégrer la notion d’""ilots de chaleur"" dans les règlements d’urbanisme (PLU / PLUm)  et créer de l’ombre et de la fraîcheur en ville (couvrir des rues où le soleil brûle l'été). Développer des aménagements spécifiques pour lutter contre les îlots de chaleur urbains (arbres, fontaines, arcades, jardins...)";Adapter la ville au changement climatique;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=337;oui
353;Veiller à la qualité de l’air dans le développement du bois-énergie;Préserver les ressources;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=353;non
343;S’appuyer sur la densité de population pour proposer une offre de services complète (services publics et privés, transports en commun, vie de quartier, associations culturelles et sportives...);Limiter l'étalement urbain et développer la ville des courtes distances;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=343;non
265;Créer dans la métropole des havres de biodiversité, tous les 1 à 5 km reliés, si possible, par des cordons herbeux ou arbustifs;La nature comme solution;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=265;non
340;Développer des solutions de travail à distance, en périphérie de la Métropole ou en coeur de ville. espaces de co-working, dédiés ou inclus dans des projets immobiliers (pour les résidents ou les riverains);Limiter l'étalement urbain et développer la ville des courtes distances;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=340;non
388;"Développer une école des consomm’acteurs : réunions d'informations, ateliers pratiques soutenus financièrement, visites de sites exemplaires, défis  ""0 GASPI""/""Transition"" multithématiques (déchets, énergie, conso...)";Développer la pédagogie autour de l'écoconsommation;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=388;non
226;Former les jardiniers du territoire et harmoniser les pratiques de gestion des espaces verts métropolitains et communaux sur le territoire;Conception et gestion des espaces  favorables à la biodiversité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=226;non
175;Avoir des élus exemplaires dans leurs déplacements;Sensibiliser et accompagner les usagers vers les mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=175;non
373;Engager l'exemplarité de la collectivité en matière de gestion/réduction des déchets/économie circulaire en orientant mieux leurs budgets et en développant l'évaluation;Développer l'exemplarité de la collectivité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=373;non
64;Former les jeunes générations en leur donnant à voir l’histoire et les possibilités d’avenir;Eau et milieux aquatiques;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=64&refine.theme_id=Eau;non
81;Adapter la ville au changement climatique en agissant spécifiquement sur les ilots de chaleur;Ville durable;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=81&refine.theme_id=Ville durable;non
164;Créer une centrale de mobilité/une maison des mobilités informant sur l'ensemble des services de mobilité, et menant des actions de sensibilisation et d'accompagnement;Sensibiliser et accompagner les usagers vers les mobilités durables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=164;oui
96;Créer une école de la transition pour permettre la montée en compétence des élus et des agents territoriaux des 22 communes et d’Orléans Métropole.;Gouvernance partagée;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=96&refine.theme_id=Gouvernance;non
22;Développer une organisation citoyenne pour mettre en place des projets EnR, en s'appuyant sur des démarches qui ont fonctionné ailleurs pour aller plus vite;Impliquer les citoyens dans le développement des énergies renouvelables;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=22;non
7;Développer une boîte à outils d’appui aux communes afin de renforcer  la dynamique de rénovation énergétique des bâtiments publics;Rénovation énergétique;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=7&refine.theme_id=Rénovation;non
13;Assurer la montée en compétences du territoire et soutenir les projets en consolidant une filière professionnelle sur les énergies renouvelables (travailler sur les offres de formation, l'accompagnement à la labellisation, etc.);Energies renouvelables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=13&refine.theme_id=EnR;non
68;Réduire les prélèvements sur les ressources;Eau et milieux aquatiques;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=68&refine.theme_id=Eau;non
94;Créer une boite à outils et développer l’appui technique auprès des communes par les services métropolitains;Gouvernance partagée;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=94&refine.theme_id=Gouvernance;non
H4;Actions hors manifeste - Mobilité durable;Mobilités durables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=H4&refine.theme_id=Mobilité;non
62;Encourager la mise en place de récupérateurs des eaux de pluie chez les particuliers;Eau et milieux aquatiques;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=62&refine.theme_id=Eau;non
31;"Réorganiser le plan de circulation à l’échelle de la métropole pour limiter le trafic de transit dans la zone urbaine et donner la priorité aux modes actifs;";Mobilités durables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=31&refine.theme_id=Mobilité;non
35;Créer une centrale de mobilité/une maison des mobilités informant sur l'ensemble des services de mobilité, et menant des actions de sensibilisation et d'accompagnement;Mobilités durables;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=35&refine.theme_id=Mobilité;non
47;"Eduquer plus largement la jeunesse par l’expérience et le jeu ; dans ce cadre, utiliser pleinement nos équipements emblématiques (UTOM, comptoir du réemploi)";Déchets et économie circulaire;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=47&refine.theme_id=Déchets et économie circulaire;non
60;Renforcer nos capacités d’actions et de gestion post-crise : meilleure couverture assurantielle, gestion des déchets, résilience des réseaux;Risque inondation;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=60&refine.theme_id=Inondation;non
64;Fournir une eau de qualité et saine à l’ensemble des habitants et notamment aux plus démunis;Eau et milieux aquatiques;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=64&refine.theme_id=Eau;non
85;Développer des stratégies de coopération avec les territoires voisins pour traiter des sujets d’autonomie alimentaire ou énergétique et réfléchir à la manière de construire des relations gagnant-gagnant avec les territoires voisins;Ville durable;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=85&refine.theme_id=Ville durable;non
98;Mettre en place un Comité de pilotage de la transition écologique à l’écoute des propositions de l’instance citoyenne, du Conseil de développement et du réseau des élus des communes pour faire évoluer et ajuster la feuille de route en continue;Gouvernance partagée;idée forte;https://data.orleans-metropole.fr/pages/actions-transition-ecologique/?refine.action_numero=98&refine.theme_id=Gouvernance;non
303;Mener des actions de formation pour les syndics, les architectes, les bureaux de contrôle des entreprises et tous les intervenants sur la rénovation des bâtiments;Structurer les filières professionnelles et acteurs pour une montée en compétence vers des rénovations performantes;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=303;non
312;Réaliser un Tutoriel sur l’usage des bâtiments rénovés;Intégrer l'usage des logements comme levier de la performance énergétique des logements;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=312;non
35;Créer un cadre de confiance, un discours clair sur les synergies avec les acteurs pour développer les grands projets photovoltaïques;Agir spécifiquement en faveur du développement du photovoltaïque;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=35;oui
902;Aider, accompagner les particuliers dans leur projet d’amélioration de l’habitat;Assurer la montée en compétences du territoire et soutenir les projets;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=902;non
48;Développer les stations GNV, en cohérence avec une demande qui devrait augmenter;Développer les motorisations alternatives et les déplacements sobres en carbone;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=48;non
160;Développer les services vélos pour les entreprises (location de vélo pour déplacements professionnels);Améliorer et développer les services de mobilité;action;https://data.orleans-metropole.fr/pages/solutions-transition-ecologique/?refine.repertoire=160;non
